AuthorID,Author,Date,Content,Attachments,Reactions
"610799271792345119","Mystri M.#6427","14-Oct-20 07:54 PM","Why am I wrong? There is no error message on the grading page...","",""
"491631427570630656","Mat#5553","14-Oct-20 08:34 PM","did you use IOP vs IOS as expected?","",""
"610799271792345119","Mystri M.#6427","14-Oct-20 08:46 PM","I think I used IOS","",""
"610799271792345119","Mystri M.#6427","14-Oct-20 08:47 PM","which is in the problem description","",""
"610799271792345119","Mystri M.#6427","14-Oct-20 08:49 PM","ok I passed","",""
"644599926831054878","Will_Z#5299","14-Oct-20 09:25 PM","","https://cdn.discordapp.com/attachments/692496759737417770/766124443445231626/Screen_Shot_2020-10-14_at_3.52.17_PM.png",""
"644599926831054878","Will_Z#5299","14-Oct-20 09:26 PM","For today's potd, I am getting result like this, and I used *Node = NULL to remove the treenode.","",""
"644599926831054878","Will_Z#5299","14-Oct-20 09:26 PM","How can I get rid of all these zeros? I am confused because I have set those nodes to NULL.","",""
"497382947771514885","gcevans#8805","14-Oct-20 09:31 PM","What do you mean by setting the node to NULL?","",""
"491631427570630656","Mat#5553","14-Oct-20 09:33 PM","you should be using `delete` not only setting them to null","",""
"491631427570630656","Mat#5553","14-Oct-20 09:33 PM","and change the pointer that is pointing to that deleted node","","👍 (2)"
"644599926831054878","Will_Z#5299","14-Oct-20 09:34 PM","Ok, but how can I access back to the upper nodes? Because I am using recursion in this problem","",""
"491631427570630656","Mat#5553","14-Oct-20 09:34 PM","yeahhhh, that's the tricky part","",""
"491631427570630656","Mat#5553","14-Oct-20 09:35 PM","i think there's a way to use the return value but i didn't figure that out. i just saved the current node before changing it in my recursive step so I kept it's parent","",""
"491631427570630656","Mat#5553","14-Oct-20 09:35 PM","i redid the whole thing iteratively, though","",""
"644599926831054878","Will_Z#5299","14-Oct-20 09:37 PM","Ok, and did you make a helper function for recursion? Because I don’t think there is a need to make another helper function","",""
"491631427570630656","Mat#5553","14-Oct-20 09:37 PM","i did not make any other functions, no","","👍 (1)"
"644599926831054878","Will_Z#5299","14-Oct-20 09:38 PM","Gotcha! Thanks!","",""
"294984997708890114","Teajuice#5525","14-Oct-20 11:49 PM","aaaaaaaaa my 2 child remove keeps failing the autograder even though it fails none of my own test cases","",""
"294984997708890114","Teajuice#5525","14-Oct-20 11:49 PM","been at this for 2 hours now 😦","",""
"375780530353995776","growthmindset#4583","14-Oct-20 11:57 PM","make sure it works if those two children also have children","",""
"644599926831054878","Will_Z#5299","14-Oct-20 11:59 PM","I passed it but I’m confused about the IOP and IOS because I passed when using IOS but failed when using IOP","",""
"491631427570630656","Mat#5553","15-Oct-20 12:11 AM","the write up says to IOS I believe","",""
"644599926831054878","Will_Z#5299","15-Oct-20 12:15 AM","Ok, I’m blind","",""
"294984997708890114","Teajuice#5525","15-Oct-20 12:23 AM","wait","",""
"294984997708890114","Teajuice#5525","15-Oct-20 12:23 AM","OH MY GOD","",""
"294984997708890114","Teajuice#5525","15-Oct-20 12:23 AM","i also didnt see that the writeup said ios and  have been using iop this whole time","",""
"294984997708890114","Teajuice#5525","15-Oct-20 12:24 AM","i hate myself rn 😎","",""
"491631427570630656","Mat#5553","15-Oct-20 12:24 AM","😎","",""
"89756768644636672","Raaid#0021","15-Oct-20 12:31 AM","is the prairie learn environment also donw for others","",""
"316308282014695436","Zouba64#7965","15-Oct-20 12:36 AM","Damn I keep decoding Ls","",""
"253659940634361857","WhenHow#7464","15-Oct-20 12:49 AM","how are we supposed to write stringtoBinary","",""
"253659940634361857","WhenHow#7464","15-Oct-20 12:49 AM","if the internal node does not store a char","",""
"253659940634361857","WhenHow#7464","15-Oct-20 12:49 AM","how do we know if we should go to left or right?","",""
"253659940634361857","WhenHow#7464","15-Oct-20 01:35 AM","has anyone figiure out potd29? im still stuck fk","",""
"134381347216162816","tuedo2#5720","15-Oct-20 09:24 AM","same","",""
"134381347216162816","tuedo2#5720","15-Oct-20 09:24 AM","same issue at least","",""
"134381347216162816","tuedo2#5720","15-Oct-20 10:43 AM","how to declare helper function in .cpp file?","",""
"294984997708890114","Teajuice#5525","15-Oct-20 10:44 AM","if its part of a class in h, i dont think you can","",""
"294984997708890114","Teajuice#5525","15-Oct-20 10:44 AM","but otherwise you can just put the header at the top of the cpp","",""
"134381347216162816","tuedo2#5720","15-Oct-20 10:45 AM","thanks","",""
"134381347216162816","tuedo2#5720","15-Oct-20 10:45 AM","i solved with helper function but would be interested to know a solution without helper function","",""
"616066158260387857","danielz#1398","15-Oct-20 11:00 AM","For POTD 28, since we don't have `Node*&`, do we just swap the value and delete?","",""
"469365783978442784","hey everyone lol#8687","15-Oct-20 11:25 AM","How many total POTD are there?","",""
"346623906095955968","Zach L#6944","15-Oct-20 11:59 AM","and what's the available EC?","",""
"375780530353995776","growthmindset#4583","15-Oct-20 11:59 AM","POTD ec is capped at 40","","👍 (2)"
"134381347216162816","tuedo2#5720","15-Oct-20 12:22 PM","i didnt delete","",""
"134381347216162816","tuedo2#5720","15-Oct-20 12:22 PM","i just had nothing point to the deleted node","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:27 PM","😳 isn't that a memory leak","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:27 PM","do they not run valgrind on these lmao","",""
"644599926831054878","Will_Z#5299","15-Oct-20 12:27 PM","I’m still confused about how to declare helper function in cpp","",""
"644599926831054878","Will_Z#5299","15-Oct-20 12:28 PM","And it is not a part of a class in h","",""
"693685523083952169","mitochongela#0511","15-Oct-20 12:37 PM","i think you just need to write (or define) your helper function above the function that you use it in","","👍 (3)"
"491631427570630656","Mat#5553","15-Oct-20 12:39 PM","they dont run valgrind on potd, im pretty sure","",""
"491631427570630656","Mat#5553","15-Oct-20 12:39 PM","i have submitted some nasty memory leaks before without problem lol","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:39 PM","ope","",""
"134381347216162816","tuedo2#5720","15-Oct-20 12:46 PM","it shouldnt be a mem leak bc the data allocated is just an int (or char in that problem, dont remember) which automatically deconstructs","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:47 PM","it's a pointer","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:47 PM","a node pointer","",""
"491631427570630656","Mat#5553","15-Oct-20 12:48 PM","the delete bst? yeah, that's not a primitive data type on the heap","",""
"491631427570630656","Mat#5553","15-Oct-20 12:49 PM","unless we are talking about todays potd, in which case disregard lolz","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:49 PM","even if it is a primitive date type on the heap i'm pretty sure you need to delete it","",""
"491631427570630656","Mat#5553","15-Oct-20 12:53 PM","hmm, i actually have no idea so i tried to google it and can't get a definite answer from SO","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:54 PM","if you allocate space on the heap using `new` you need to deallocate it using `delete`","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:55 PM","so if you allocated an `int*` using `new` I'm thinking you need to delete it","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:55 PM","primitive types aren't special","",""
"491631427570630656","Mat#5553","15-Oct-20 12:55 PM","oh right cause it","",""
"491631427570630656","Mat#5553","15-Oct-20 12:55 PM","it's a pointer type","",""
"497382947771514885","gcevans#8805","15-Oct-20 12:55 PM","If it is allocated with new you have to delete it or leak. In many PotDs we don't care.","",""
"491631427570630656","Mat#5553","15-Oct-20 12:56 PM","i was thinking `int num = new int(3);` or something","",""
"491631427570630656","Mat#5553","15-Oct-20 12:56 PM","which am now realizing isn't a thing","",""
"497382947771514885","gcevans#8805","15-Oct-20 12:56 PM","`int * num = new int(3)` would be","",""
"497382947771514885","gcevans#8805","15-Oct-20 12:57 PM","also `int num = int(3)` is odd but I think works as well.","",""
"491631427570630656","Mat#5553","15-Oct-20 12:58 PM","right, which is a pointer to an int on the heap. so definitely needs deleted. i was thinking you could somehow allocate a primitive type on the heap *without* a pointer","",""
"375780530353995776","growthmindset#4583","15-Oct-20 12:58 PM","oh yeah you can't do that","",""
"497382947771514885","gcevans#8805","15-Oct-20 12:58 PM","Nope the only way to allocate on the heap is with new which returns a pointer.","",""
"491631427570630656","Mat#5553","15-Oct-20 12:58 PM","looks like I need to go back to week 1 of 225 :' )","",""
"491631427570630656","Mat#5553","15-Oct-20 12:59 PM","(immediately realized my mistake)","",""
"375780530353995776","growthmindset#4583","15-Oct-20 01:00 PM","rip","",""
"491631427570630656","Mat#5553","15-Oct-20 01:02 PM","(i promise i understand pointers and have good memory management ~~most of the time~~)","",""
"227158126556741641","av#8689","15-Oct-20 03:06 PM","can't manage memory if u don't know how to first manage ur time 😎","","🇸 (7),🇦 (7),🇲 (7),🇪 (7)"
"227158126556741641","av#8689","15-Oct-20 03:06 PM","also don't have to manage memory if u never use new 😎 😎","","🔑 (1)"
"217839192619614208","Captain_Sisko#0001","15-Oct-20 03:46 PM","imagine using new","",""
"217839192619614208","Captain_Sisko#0001","15-Oct-20 03:46 PM","this meme brought to you by malloc gang","",""
"253659940634361857","WhenHow#7464","15-Oct-20 03:52 PM","yeah for potd29 i feel like only way to not use helper function would be manipulating stacks somehow","",""
"253659940634361857","WhenHow#7464","15-Oct-20 03:52 PM","but I haven't found a way to do it yet","",""
"134381347216162816","tuedo2#5720","15-Oct-20 04:35 PM","if someone figures out how to do it without helper please dm me tbh","",""
"187229613598965760","James#9336","15-Oct-20 04:44 PM","you mean in stringToBinary()?","",""
"610799271792345119","Mystri M.#6427","15-Oct-20 05:54 PM","I think dfs is reasonable, but I don't know how to store the path information","",""
"253659940634361857","WhenHow#7464","15-Oct-20 06:36 PM","yeah i tried using 2 stacks to do dfs","",""
"253659940634361857","WhenHow#7464","15-Oct-20 06:36 PM","one storing nodes, 1 storing 0 and 1","",""
"253659940634361857","WhenHow#7464","15-Oct-20 06:36 PM","but i dunno how to update the path stack properly","",""
"740303264486260895","oceven#8031","15-Oct-20 08:08 PM","how much score does gotw count?","",""
"740303264486260895","oceven#8031","15-Oct-20 08:09 PM","take too long to figure out the desired behavior of the program","",""
"740303264486260895","oceven#8031","15-Oct-20 08:10 PM","literally nearly zero documentation","",""
"187229613598965760","James#9336","15-Oct-20 08:13 PM","A gotw counts the same as a potd afaik","",""
"187229613598965760","James#9336","15-Oct-20 08:13 PM","With a cap of 40pts","",""
"748647637615509654","arsam#3005","15-Oct-20 08:15 PM","gotw and potd count towards the same category for the extra credit like each gotw is also 1 point and all potds and gotws combined have a cap of 40 points","",""
"253659940634361857","WhenHow#7464","15-Oct-20 08:25 PM","spent 3 hrs to get 1 EC pt sadge","","😔 (3)"
"644599926831054878","Will_Z#5299","15-Oct-20 08:43 PM","Oops, I haven’t done any gotw so far","",""
"469365783978442784","hey everyone lol#8687","16-Oct-20 04:52 AM","damn i spent a solid few hours trying to figure out why my second part isn't working","",""
"469365783978442784","hey everyone lol#8687","16-Oct-20 04:52 AM","for some reason .append on a string doesn't work the same as + concat","",""
"134381347216162816","tuedo2#5720","16-Oct-20 06:08 AM","wait gotw is the same as potd","",""
"134381347216162816","tuedo2#5720","16-Oct-20 06:08 AM","as in together they are capped at 40 pts?","",""
"134381347216162816","tuedo2#5720","16-Oct-20 06:09 AM","i thought gotw was separate","",""
"497382947771514885","gcevans#8805","16-Oct-20 10:13 AM","Nope they are the same. We do realize gotw are significantly harder and more time consuming than potd but we did not want to increase the total EC in the class since it is allready large.","",""
"134381347216162816","tuedo2#5720","16-Oct-20 10:59 AM","thats fair but, i think it doesnt incentivise people to do gotw since its much more time consuming","",""
"134381347216162816","tuedo2#5720","16-Oct-20 10:59 AM","make each worth more points maybe? just a suggestion","",""
"134381347216162816","tuedo2#5720","16-Oct-20 10:59 AM","obvsly if you wanna be better at coding u do them all anyways","",""
"251563446359949323","Tominator#3823","16-Oct-20 11:50 AM","I love that the potds have lore now","https://cdn.discordapp.com/attachments/692496759737417770/766704667664842822/unknown.png",""
"375780530353995776","growthmindset#4583","16-Oct-20 12:00 PM","what if i'm against big government","",""
"375780530353995776","growthmindset#4583","16-Oct-20 12:00 PM","i don't want to help the deep state","",""
"432673687464837120","coolmonkey#4063","16-Oct-20 12:30 PM","Too bad","",""
"622900549007704064","MKRBG#7971","16-Oct-20 12:31 PM","You think you get an option @growthmindset lol","",""
"622900549007704064","MKRBG#7971","16-Oct-20 12:32 PM","Personal choices are only allowed in the creative portion of the MPs","",""
"375780530353995776","growthmindset#4583","16-Oct-20 12:35 PM","😔","",""
"251563446359949323","Tominator#3823","16-Oct-20 12:54 PM","there should be alternate pathways and multiple endings, we could have an ending where you hack into the US government and throw the US into complete anarchy","",""
"375780530353995776","growthmindset#4583","16-Oct-20 02:07 PM","yesss","",""
"133686435134963712","DanDaMan020#6322","16-Oct-20 10:12 PM","I am baffled at how people have time for MP’s, labs, the PoTD, and other classes","",""
"491631427570630656","Mat#5553","16-Oct-20 10:20 PM","dont worry, I am not having a good time 🙂","",""
"133686435134963712","DanDaMan020#6322","16-Oct-20 10:25 PM","I don’t even have the time to even look at what the PoTD is","",""
"133686435134963712","DanDaMan020#6322","16-Oct-20 10:25 PM","I’ll use thanksgiving break to take a stab at some of them probably","",""
"253659940634361857","WhenHow#7464","17-Oct-20 12:41 AM","i think im done trynna do the gotw","",""
"253659940634361857","WhenHow#7464","17-Oct-20 12:41 AM","its rly not worth spending hrs on 1 pt","",""
"253659940634361857","WhenHow#7464","17-Oct-20 12:42 AM","i get that skiplist is cool, but maybe i'll learn it some other day","",""
"253659940634361857","WhenHow#7464","17-Oct-20 12:44 AM","gotw3 already got me frustrated, i debugged over 20 different spots or something, to get 1 EC pt, when I get 1 EC pt just writing a function to get the height of a tree as well","",""
"217839192619614208","Captain_Sisko#0001","17-Oct-20 12:58 AM","Not to mention you are probably at the 20 point threshold, and if you maxxed out ec elsewhere getting more points here does nothing","",""
"253659940634361857","WhenHow#7464","17-Oct-20 01:22 AM","wait i thought its 40pt threshold","",""
"253659940634361857","WhenHow#7464","17-Oct-20 01:22 AM","it better be 40 lol, i already have 33","",""
"497382947771514885","gcevans#8805","17-Oct-20 08:45 AM","It is 40 points.","",""
"235406619922399232","Bobo#2007","17-Oct-20 08:54 AM","omg i was doing potd 30 and couldnt figure out why my code was failing. i didnt read the question closely enough and calculated height balance as height(Tr) - height(Tl) instead of the other way around","",""
"235406619922399232","Bobo#2007","17-Oct-20 08:54 AM","just to double check, we usually define height balance as height(Tr) - height(Tl) right?","",""
"497382947771514885","gcevans#8805","17-Oct-20 08:55 AM","Yes that is how we have done it in lecture. So it reads like a number line. That said they are equivalent.","",""
"497382947771514885","gcevans#8805","17-Oct-20 08:57 AM","I will look into standardizing the way we define it in the future. I am not sure when it changed or was the other way since I belive I have always done right - left.","",""
"235406619922399232","Bobo#2007","17-Oct-20 08:58 AM","Okay, thanks!","",""
"217839192619614208","Captain_Sisko#0001","17-Oct-20 09:54 AM","I meant if you maxed out credit in lab and mp","",""
"217839192619614208","Captain_Sisko#0001","17-Oct-20 09:55 AM","I think there is a total limit of 100","",""
"217839192619614208","Captain_Sisko#0001","17-Oct-20 09:55 AM","So you only need 20 from this section","",""
"441215501788774401","sunkencrayon#5716","19-Oct-20 01:41 AM","I am trying to attempt potd 31 but I am only passign 3/4 tests, failing the stick one. I am not quite sure where am I going wrong. Is the stick from the pl test cases the same as the stick in main.cpp?","",""
"644599926831054878","Will_Z#5299","19-Oct-20 02:12 AM","Same here","",""
"624157666565947436","AC#0232","19-Oct-20 10:26 AM","I’m failing the leaf one only. Any tips?","",""
"624157666565947436","AC#0232","19-Oct-20 10:29 AM","Nvm I’m slow","",""
"624157666565947436","AC#0232","19-Oct-20 10:31 AM","> I am trying to attempt potd 31 but I am only passign 3/4 tests, failing the stick one. I am not quite sure where am I going wrong. Is the stick from the pl test cases the same as the stick in main.cpp?
@sunkencrayon  generally speak, what does your code look like?","",""
"747882930667520022","v t#3069","19-Oct-20 12:14 PM","Are potds points all or nothing or we still get partial credit if we passed down cases but not all?","",""
"491631427570630656","Mat#5553","19-Oct-20 12:17 PM","need to get 100% to get the 1 pt","",""
"622900549007704064","MKRBG#7971","19-Oct-20 12:17 PM","all or nothing","",""
"427146100894334987","timot#3055","19-Oct-20 01:41 PM","","https://cdn.discordapp.com/attachments/692496759737417770/767819755985305661/unknown.png","⬆️ (8)"
"497382947771514885","gcevans#8805","19-Oct-20 01:48 PM","That is what would happen with ```#include <alogrithm>
using namespace std;```","","⬆️ (7)"
"491631427570630656","Mat#5553","19-Oct-20 02:02 PM","this quality cpp humor","",""
"134381347216162816","tuedo2#5720","20-Oct-20 07:06 AM","had to think a little to wrap my head around this potd","",""
"134381347216162816","tuedo2#5720","20-Oct-20 07:06 AM","good problem","",""
"405919147621613569","gar#6143","20-Oct-20 12:39 PM","so would not doing ""using namespace std;"" only import whatever you use in the namespace and keep the executable small?","",""
"375780530353995776","growthmindset#4583","20-Oct-20 12:42 PM","I don't think it changes the actual executable size, since all of `<algorithm>` is imported anyway, but it's better style to only say you're `using` what you're actually using","",""
"497382947771514885","gcevans#8805","20-Oct-20 12:52 PM","The generated code will be the same size modulo some global variables. The issue is when the compiler is generating code it has added every function and object in std into the current context so when it is deciding what to use it has to look through all of them.","",""
"375780530353995776","growthmindset#4583","20-Oct-20 01:52 PM","ah, so it takes longer to compile?","",""
"497382947771514885","gcevans#8805","20-Oct-20 02:29 PM","Yes and can also cause surprising ambiguities. Consider how many tiny helper functions there are in std that are for internal use. Some of them may have names that match names of helper functions you write. Which one should the compiler use?","",""
"562269989919391759","km#1147","20-Oct-20 11:04 PM","How do we keep track of depth while recursing for today's POTD?","",""
"432673687464837120","coolmonkey#4063","21-Oct-20 03:05 AM","I used a map but I was in a hurry lol","",""
"432673687464837120","coolmonkey#4063","21-Oct-20 03:10 AM","Maps are also sorted by key when possible which came in quite handy","",""
"272505454314389505","stuff#8845","21-Oct-20 07:20 AM","for POTD32, i got a linker error when declaring a 'map<TreeNode\*, int>' in TreeNode.h (seen in the pic). Can someone explain why the error pops up and how using 'static map<TreeNode*, int>' fixed it?","https://cdn.discordapp.com/attachments/692496759737417770/768448710392676352/Screenshot_1.png",""
"469365783978442784","hey everyone lol#8687","21-Oct-20 07:27 AM","put it in the cpp file","",""
"469365783978442784","hey everyone lol#8687","21-Oct-20 07:27 AM","if you aren't using static","",""
"272505454314389505","stuff#8845","21-Oct-20 07:31 AM","that worked","",""
"272505454314389505","stuff#8845","21-Oct-20 07:31 AM","but why would it not work if its just in the .h file","",""
"497382947771514885","gcevans#8805","21-Oct-20 09:24 AM","Since it would be copied in to every file and this there were be one instance of the global value per file and when the compiler went to make the final executable it is confused since it does not know which one to use.","","👍 (1)"
"239905538454978560","Gavin D#6650","21-Oct-20 01:50 PM","Can someone clarify what node the test case will give? I was assuming it was the root(first node) of what we need to rotate, and the root's child would be rotated up. However, I'm seeing conflicting answers","",""
"239905538454978560","Gavin D#6650","21-Oct-20 01:52 PM","I also got it to work when passed in what i assumed above, as well as when it passed in the pivot node, in the workspace's terminal, yet i can't pass a single test case on prairielearn","",""
"497382947771514885","gcevans#8805","21-Oct-20 01:54 PM","In the first example you would be given a pointer to 10. So it is the top of the rotation as I marked them in lecture. You would then rotate it.","",""
"239905538454978560","Gavin D#6650","21-Oct-20 02:03 PM","I see...gotcha","",""
"239905538454978560","Gavin D#6650","21-Oct-20 02:11 PM","Doesn't this output from running ./main imply a correct solution?","",""
"239905538454978560","Gavin D#6650","21-Oct-20 02:11 PM","(10 (8 (5 (2 x x) x) x) (13 x x))
(10 (5 (2 x x) (8 x x)) (13 x x))
(5 (2 x x) (8 x (10 x (13 x x))))
(5 (2 x x) (10 (8 x x) (13 x x)))","",""
"239905538454978560","Gavin D#6650","21-Oct-20 02:12 PM","wait i didn't do extra checks lemme try that","",""
"239905538454978560","Gavin D#6650","21-Oct-20 02:16 PM","are the tests nodes (n1, n2, ...) the same as in main.cpp?","",""
"497382947771514885","gcevans#8805","21-Oct-20 03:07 PM","You will note the code in main ignores the parent pointers you need to update them to have a correct tree. That might be a problem.","",""
"316308282014695436","Zouba64#7965","21-Oct-20 08:17 PM","My leftRotate fails one test while my rightRotate passes fine but they're both basically the same lol","",""
"497382947771514885","gcevans#8805","21-Oct-20 08:18 PM","One set of tests may be more robust.","",""
"747465958032932965","rahul408#8387","21-Oct-20 08:29 PM","are GDBs counted as POTDs in the 40 points? How many POTDs do we have left? 30 more or so?","",""
"497382947771514885","gcevans#8805","21-Oct-20 08:35 PM","That is right.","",""
"316308282014695436","Zouba64#7965","21-Oct-20 08:43 PM","In main we would call the rotations on the node we would want to rotate, right?","",""
"316308282014695436","Zouba64#7965","21-Oct-20 08:44 PM","I seem to keep seg faulting on accessing parent nodes","",""
"748647637615509654","arsam#3005","21-Oct-20 11:11 PM","are the functions just the same as the one in the labs cus even though i implement the same functions and get the correct output on the examples in main i keep failing the tests, i update all pointers including the parents","",""
"748647637615509654","arsam#3005","21-Oct-20 11:11 PM","or are we given the root node of the tree and we have to find the unbalanced node and then carry out the operation","",""
"748642909108174878","Liam Duan#0416","22-Oct-20 09:55 AM","Does someone have any idea about the rightleft and leftright cases of POTD34? Are we supposed to use our previous POTD that finds the deepest unbalanced node? I used that function, but I did not know how to use it to check whether it should return rightleft or leftright. Should we use the part of the balance function in the lab_avl instead?","",""
"491631427570630656","Mat#5553","22-Oct-20 10:20 AM","you can just use the provided helper functions","",""
"491631427570630656","Mat#5553","22-Oct-20 10:21 AM","in fact, you don't even need to calculate the balance; just see which tree is heavier, and then check the subtrees of those heavier trees to determine the correct rotation","",""
"722304765165568021","shlee#2325","22-Oct-20 10:39 AM","what are we supposed to return if the tree is null or already balanced?","",""
"491631427570630656","Mat#5553","22-Oct-20 10:40 AM","No, I believe you are assuming that they already determined the subroot sent is valid/needs balanced","",""
"748642909108174878","Liam Duan#0416","22-Oct-20 11:09 AM","> in fact, you don't even need to calculate the balance; just see which tree is heavier, and then check the subtrees of those heavier trees to determine the correct rotation
@Mat Oh, I get it. Thanks!","",""
"316308282014695436","Zouba64#7965","22-Oct-20 11:31 AM","for potd 33 the rotations are the same as what we've done for avl trees, isn't it?","",""
"497382947771514885","gcevans#8805","22-Oct-20 11:32 AM","Often the PotDs are variants on the code from MPs. That is they may have slightly different ways you have to approach the code.","",""
"316308282014695436","Zouba64#7965","22-Oct-20 11:40 AM","From what I can tell aren't these nodes rotated in the same fashion as we've done in other parts of this class though?","",""
"316308282014695436","Zouba64#7965","22-Oct-20 11:41 AM","The logic seems identical but when I implement it it looks like n1's children are opposite from each other","",""
"497382947771514885","gcevans#8805","22-Oct-20 11:41 AM","But you are not given a reference. The structure uses parent pointers.","",""
"497382947771514885","gcevans#8805","22-Oct-20 11:42 AM","It is a slightly different signature so needs slightly different code.","",""
"316308282014695436","Zouba64#7965","22-Oct-20 11:42 AM","so the pointer passed in is not the same pointer that is in the tree?","",""
"497382947771514885","gcevans#8805","22-Oct-20 11:43 AM","It is a pointer to the top of the rotation but to modify the pointer in the parent you need to access the parent through the parent pointer.","",""
"316308282014695436","Zouba64#7965","22-Oct-20 11:47 AM","So like if I wanted to change what root points to in the tree I would have to change something like root->parent->right?","",""
"497382947771514885","gcevans#8805","22-Oct-20 11:51 AM","Correct.","",""
"497382947771514885","gcevans#8805","22-Oct-20 11:52 AM","Note this problem is closing in 8 minutes  since it was the PotD from yesterday.","",""
"251563446359949323","Tominator#3823","22-Oct-20 11:56 AM","could someone help explain this error? I've already checked running ./main, and there's no compiler error","https://cdn.discordapp.com/attachments/692496759737417770/768880395470766080/unknown.png",""
"491631427570630656","Mat#5553","22-Oct-20 11:57 AM","if you get no test result message, you may have a runtime error","",""
"491631427570630656","Mat#5553","22-Oct-20 11:57 AM","so it may have segfaulted before it could finish the test","",""
"251563446359949323","Tominator#3823","22-Oct-20 12:01 PM","ok, thank you 🙂","",""
"316308282014695436","Zouba64#7965","22-Oct-20 10:21 PM","I'm having difficulty testing the harder test case 2. Anything I should consider in my code?","",""
"491631427570630656","Mat#5553","22-Oct-20 10:24 PM","for the rotations? i'm not sure, I just seemed to pass it when I passed the two double rotations","",""
"316308282014695436","Zouba64#7965","22-Oct-20 10:31 PM","Am I allowed to discuss my pseudo code for this here or is that too much","",""
"491631427570630656","Mat#5553","22-Oct-20 10:36 PM","From my understanding, all discussion is good as long as it doesn't include actual code","",""
"491631427570630656","Mat#5553","22-Oct-20 10:36 PM","Though little snippets of random unrelated code for context I think are fine","",""
"316308282014695436","Zouba64#7965","22-Oct-20 10:59 PM","My general idea for finding the correct rotation is if the node height is 2 and it is left heavy, then check whether it’s left child is left heavy or right heavy and then return the correct rotation. If the height is 2 and the node is right heavy, check if the right child is left heavy or right heavy and return the subsequent rotations. If the height isn’t 2 then recursively move down the tree based on whether it’s left or right heavy.","",""
"491631427570630656","Mat#5553","22-Oct-20 11:00 PM","Ah","",""
"491631427570630656","Mat#5553","22-Oct-20 11:00 PM","Let me simplify this a ton for you","",""
"491631427570630656","Mat#5553","22-Oct-20 11:00 PM","The node we are passed is the root of the subtree that needs rotated","",""
"491631427570630656","Mat#5553","22-Oct-20 11:01 PM","So we don't need to travel down the tree other than one subtree","",""
"491631427570630656","Mat#5553","22-Oct-20 11:01 PM","You actually don't need to calculate balance or consider height at all","",""
"491631427570630656","Mat#5553","22-Oct-20 11:01 PM","And can just use a nested if-else statement with leftHeavy and rightHeavy calls","",""
"491631427570630656","Mat#5553","22-Oct-20 11:03 PM","Overall you have the right approach tho","",""
"491631427570630656","Mat#5553","22-Oct-20 11:03 PM","Determine type of heavy => determine type of heavy for the child node of that heavy subtree => return appropriate rotation","","👍 (1)"
"316308282014695436","Zouba64#7965","23-Oct-20 02:54 AM","I totally forgot that AVL trees could be balanced by 1 rotation","",""
"432673687464837120","coolmonkey#4063","23-Oct-20 11:45 AM","Well technically elbows are balanced by two rotations","",""
"432673687464837120","coolmonkey#4063","23-Oct-20 11:46 AM","Which are just enumerated as a their own type in the POTD","",""
"497382947771514885","gcevans#8805","23-Oct-20 11:46 AM","Well technically LR and RL are one rotation.","",""
"432673687464837120","coolmonkey#4063","24-Oct-20 11:42 PM","Potd virtual machine timing out for me right now","",""
"432673687464837120","coolmonkey#4063","24-Oct-20 11:42 PM","Potd 33.2","",""
"432673687464837120","coolmonkey#4063","24-Oct-20 11:42 PM","Was working fine earlier","",""
"432673687464837120","coolmonkey#4063","24-Oct-20 11:47 PM","Looks like it’s back up","",""
"253659940634361857","WhenHow#7464","26-Oct-20 06:25 PM","oh man finally reached potd EC cap","",""
"253659940634361857","WhenHow#7464","26-Oct-20 06:26 PM","its been a fun 2 months","",""
"491631427570630656","Mat#5553","26-Oct-20 06:28 PM","im at like 38 I think","",""
"227921014129033216","Mystriox#2430","26-Oct-20 06:28 PM","im bewteen 30 and 40","",""
"253659940634361857","WhenHow#7464","26-Oct-20 06:30 PM","yeah i did the gotw too","",""
"253659940634361857","WhenHow#7464","26-Oct-20 06:30 PM","gotw3 and 4 were not worth","",""
"253659940634361857","WhenHow#7464","26-Oct-20 06:30 PM","i guess 4 was worth since u kinda learn skiplist","",""
"253659940634361857","WhenHow#7464","26-Oct-20 06:30 PM","but 3 was pretty stupid","",""
"755078441853911042","sidd#8124","26-Oct-20 06:31 PM","how many total potds are there gonna be?","",""
"497382947771514885","gcevans#8805","26-Oct-20 06:32 PM","There are about 60 total","",""
"755078441853911042","sidd#8124","26-Oct-20 06:32 PM","is that including gotw","",""
"497382947771514885","gcevans#8805","26-Oct-20 06:32 PM","The exact number varies from semester to semester depending what gets added or cut.","",""
"755078441853911042","sidd#8124","26-Oct-20 06:33 PM","ok thanks","",""
"497382947771514885","gcevans#8805","26-Oct-20 06:33 PM","No, that does not include GotW but there are only the four of them.","",""
"491631427570630656","Mat#5553","26-Oct-20 06:34 PM","im at 4% for gotw3 and havent touched one since lol","",""
